job_title,company,location,salary,skills,data_source,is_ai_role,salary_clean
AI00031,Netherlands,100,67488,"Deep Learning, GCP, AWS, Linux, Tableau",ai_job_dataset,True,67488.0
AI00032,Denmark,0,68624,"Azure, Python, Spark",ai_job_dataset,True,68624.0
AI00033,Switzerland,50,146852,"NLP, Scala, Python",ai_job_dataset,True,146852.0
AI00034,Finland,0,178183,"Tableau, Azure, GCP, Linux, Python",ai_job_dataset,True,178183.0
AI00035,Sweden,0,150864,"R, GCP, MLOps, Linux",ai_job_dataset,True,150864.0
AI00036,Finland,0,126942,"Git, Hadoop, Data Visualization",ai_job_dataset,True,126942.0
AI00037,Japan,100,53752,"Data Visualization, Tableau, AWS, Mathematics, Python",ai_job_dataset,True,53752.0
AI00038,Israel,0,111381,"Linux, PyTorch, SQL, Statistics",ai_job_dataset,True,111381.0
AI00039,China,50,41430,"Tableau, Docker, GCP",ai_job_dataset,True,41430.0
AI00040,Netherlands,100,166080,"Computer Vision, Azure, Tableau",ai_job_dataset,True,166080.0
AI00041,United States,0,96956,"Data Visualization, Azure, Spark, MLOps",ai_job_dataset,True,96956.0
AI00042,United States,50,196954,"Java, Mathematics, SQL",ai_job_dataset,True,196954.0
AI00043,Finland,100,56745,"Spark, Mathematics, GCP",ai_job_dataset,True,56745.0
AI00044,Singapore,50,113455,"Hadoop, Docker, Python, Azure",ai_job_dataset,True,113455.0
AI00045,Netherlands,50,158808,"Docker, R, Linux",ai_job_dataset,True,158808.0
AI00046,United States,50,174663,"Data Visualization, Statistics, R",ai_job_dataset,True,174663.0
AI00047,India,50,46753,"Scala, Java, Tableau",ai_job_dataset,True,46753.0
AI00048,China,0,69020,"Java, Azure, GCP",ai_job_dataset,True,69020.0
AI00049,Switzerland,0,288815,"Deep Learning, Git, Data Visualization, Linux, Java",ai_job_dataset,True,288815.0
AI00050,Austria,50,124871,"Hadoop, AWS, Linux, Docker, Statistics",ai_job_dataset,True,124871.0
AI00051,Germany,0,70391,"Deep Learning, SQL, Mathematics",ai_job_dataset,True,70391.0
AI00052,India,100,115376,"Linux, R, Azure, Mathematics, Git",ai_job_dataset,True,115376.0
AI00053,United States,100,106579,"Docker, Tableau, Mathematics",ai_job_dataset,True,106579.0
AI00054,Norway,100,135230,"R, PyTorch, Kubernetes, Computer Vision",ai_job_dataset,True,135230.0
AI00055,Israel,50,67607,"Python, Tableau, TensorFlow, AWS",ai_job_dataset,True,67607.0
AI00056,Canada,0,88470,"Azure, Kubernetes, TensorFlow, Statistics, Spark",ai_job_dataset,True,88470.0
AI00057,India,100,79863,"Python, Docker, GCP, Scala",ai_job_dataset,True,79863.0
AI00058,Israel,100,60299,"Git, Linux, Python, TensorFlow, Mathematics",ai_job_dataset,True,60299.0
AI00059,Germany,0,85645,"PyTorch, Computer Vision, R",ai_job_dataset,True,85645.0
AI00060,United Kingdom,0,110222,"R, Spark, AWS",ai_job_dataset,True,110222.0
AI00061,China,0,49365,"Tableau, NLP, Azure, Statistics, PyTorch",ai_job_dataset,True,49365.0
AI00062,Norway,50,162296,"TensorFlow, Azure, Computer Vision, Data Visualization",ai_job_dataset,True,162296.0
AI00063,Switzerland,0,102382,"TensorFlow, Scala, Docker, Statistics",ai_job_dataset,True,102382.0
AI00064,Australia,50,99972,"Java, R, Deep Learning, NLP, Azure",ai_job_dataset,True,99972.0
AI00065,South Korea,0,64129,"Java, Git, Deep Learning",ai_job_dataset,True,64129.0
AI00066,Ireland,100,87938,"Mathematics, Spark, Python, AWS",ai_job_dataset,True,87938.0
AI00067,Israel,0,71405,"SQL, Java, MLOps, Linux, PyTorch",ai_job_dataset,True,71405.0
AI00068,Denmark,0,316182,"Python, Scala, Statistics, Git",ai_job_dataset,True,316182.0
AI00069,Germany,100,72459,"Hadoop, Python, Kubernetes, Azure",ai_job_dataset,True,72459.0
AI00070,France,100,78338,"MLOps, Kubernetes, Git, Python",ai_job_dataset,True,78338.0
AI00071,Israel,100,51907,"AWS, Kubernetes, Azure",ai_job_dataset,True,51907.0
AI00072,France,100,122831,"PyTorch, Kubernetes, Git, SQL",ai_job_dataset,True,122831.0
AI00073,Norway,50,124820,"NLP, Azure, Statistics, Spark, Mathematics",ai_job_dataset,True,124820.0
AI00074,United Kingdom,50,134200,"Linux, R, Tableau",ai_job_dataset,True,134200.0
AI00075,Sweden,100,51920,"Scala, R, Tableau, Data Visualization",ai_job_dataset,True,51920.0
AI00076,Singapore,100,56427,"Mathematics, Kubernetes, Spark",ai_job_dataset,True,56427.0
AI00077,Canada,100,213783,"Kubernetes, Spark, Statistics, Scala",ai_job_dataset,True,213783.0
AI00078,Israel,50,59728,"MLOps, SQL, Statistics",ai_job_dataset,True,59728.0
AI00079,India,0,119432,"Scala, MLOps, NLP",ai_job_dataset,True,119432.0
AI00080,United States,0,284486,"PyTorch, Linux, SQL",ai_job_dataset,True,284486.0
AI00081,France,50,157597,"Git, Kubernetes, TensorFlow, R, Java",ai_job_dataset,True,157597.0
AI00082,Australia,100,196942,"R, Tableau, SQL, MLOps, Docker",ai_job_dataset,True,196942.0
AI00083,Canada,0,207548,"NLP, Azure, Spark, Data Visualization",ai_job_dataset,True,207548.0
AI00084,Sweden,50,68838,"Java, SQL, Spark, Tableau, Azure",ai_job_dataset,True,68838.0
AI00085,Finland,100,125666,"Docker, Python, Git, Kubernetes, Java",ai_job_dataset,True,125666.0
AI00086,Denmark,50,73174,"Git, MLOps, Hadoop, Python, Spark",ai_job_dataset,True,73174.0
AI00087,Israel,50,33314,"SQL, Kubernetes, Docker",ai_job_dataset,True,33314.0
AI00088,United States,100,69914,"R, NLP, SQL, GCP",ai_job_dataset,True,69914.0
AI00089,France,50,152118,"Spark, SQL, Python, Mathematics, Linux",ai_job_dataset,True,152118.0
AI00090,France,50,78014,"PyTorch, Hadoop, Scala, Computer Vision",ai_job_dataset,True,78014.0
AI00091,Canada,100,48466,"Hadoop, Spark, Kubernetes, Python",ai_job_dataset,True,48466.0
AI00092,France,50,97997,"Hadoop, Python, TensorFlow, R, Statistics",ai_job_dataset,True,97997.0
AI00093,Singapore,0,128341,"Computer Vision, PyTorch, GCP, Linux",ai_job_dataset,True,128341.0
AI00094,United States,0,111528,"Java, Hadoop, Mathematics",ai_job_dataset,True,111528.0
AI00095,Canada,50,138945,"Linux, R, NLP, PyTorch, Git",ai_job_dataset,True,138945.0
AI00096,Israel,50,98688,"Statistics, Python, TensorFlow, PyTorch, Git",ai_job_dataset,True,98688.0
AI00097,France,0,109029,"Kubernetes, Scala, Java",ai_job_dataset,True,109029.0
AI00098,Canada,0,84797,"Deep Learning, Statistics, Computer Vision, TensorFlow, Mathematics",ai_job_dataset,True,84797.0
AI00099,Switzerland,50,290199,"Python, AWS, Kubernetes, Deep Learning",ai_job_dataset,True,290199.0
AI00100,United States,0,195691,"AWS, Kubernetes, Docker, Mathematics, MLOps",ai_job_dataset,True,195691.0
AI00101,Norway,100,193448,"Scala, Git, Java",ai_job_dataset,True,193448.0
AI00102,Israel,100,138466,"Azure, AWS, PyTorch, GCP, Hadoop",ai_job_dataset,True,138466.0
AI00103,Netherlands,100,91577,"Spark, Mathematics, PyTorch, SQL, TensorFlow",ai_job_dataset,True,91577.0
AI00104,Sweden,0,92875,"SQL, Python, Deep Learning",ai_job_dataset,True,92875.0
AI00105,United Kingdom,100,213287,"TensorFlow, GCP, PyTorch, Spark",ai_job_dataset,True,213287.0
AI00106,Japan,0,62171,"Git, SQL, PyTorch, Mathematics",ai_job_dataset,True,62171.0
AI00107,South Korea,50,152658,"Data Visualization, PyTorch, Spark, TensorFlow",ai_job_dataset,True,152658.0
AI00108,Norway,100,95085,"TensorFlow, SQL, NLP, Computer Vision, Git",ai_job_dataset,True,95085.0
AI00109,France,100,86750,"Java, R, Git, Mathematics, Spark",ai_job_dataset,True,86750.0
AI00110,Israel,0,64261,"PyTorch, Docker, GCP",ai_job_dataset,True,64261.0
AI00111,United States,100,205357,"Computer Vision, Hadoop, Git, AWS",ai_job_dataset,True,205357.0
AI00112,France,50,165676,"TensorFlow, Linux, SQL, Hadoop",ai_job_dataset,True,165676.0
AI00113,France,100,114658,"SQL, Scala, Python",ai_job_dataset,True,114658.0
AI00114,France,50,143149,"NLP, Computer Vision, Mathematics, Statistics, R",ai_job_dataset,True,143149.0
AI00115,Germany,50,116276,"Azure, R, Linux, MLOps",ai_job_dataset,True,116276.0
AI00116,United States,100,61055,"R, AWS, Computer Vision, Statistics, Docker",ai_job_dataset,True,61055.0
AI00117,Austria,100,50303,"Kubernetes, SQL, Azure, Deep Learning, Linux",ai_job_dataset,True,50303.0
AI00118,Ireland,50,65570,"PyTorch, SQL, MLOps, AWS, TensorFlow",ai_job_dataset,True,65570.0
AI00119,Singapore,50,231078,"MLOps, R, Git, Mathematics",ai_job_dataset,True,231078.0
AI00120,Australia,100,106633,"Linux, Scala, SQL, Git",ai_job_dataset,True,106633.0
AI00121,Austria,0,121180,"Git, Deep Learning, Kubernetes, Linux, GCP",ai_job_dataset,True,121180.0
AI00122,China,50,64531,"Git, SQL, Scala, Python, Computer Vision",ai_job_dataset,True,64531.0
AI00123,Singapore,50,125654,"Python, Tableau, Java",ai_job_dataset,True,125654.0
AI00124,Austria,0,182275,"Docker, AWS, Linux, Git, Azure",ai_job_dataset,True,182275.0
AI00125,Denmark,0,117708,"PyTorch, Scala, Linux, Tableau, Deep Learning",ai_job_dataset,True,117708.0
AI00126,South Korea,0,143246,"Docker, SQL, Kubernetes, Git, Statistics",ai_job_dataset,True,143246.0
AI00127,Denmark,50,203198,"Statistics, R, Python, TensorFlow",ai_job_dataset,True,203198.0
AI00128,Switzerland,0,69487,"Kubernetes, Azure, Spark, TensorFlow, Linux",ai_job_dataset,True,69487.0
AI00129,Ireland,0,95673,"GCP, R, Azure, Deep Learning, PyTorch",ai_job_dataset,True,95673.0
AI00130,Austria,100,59405,"Spark, Python, Deep Learning, Linux, Java",ai_job_dataset,True,59405.0
AI00131,Netherlands,0,131756,"AWS, R, Spark",ai_job_dataset,True,131756.0
AI00132,South Korea,0,42835,"Python, TensorFlow, PyTorch",ai_job_dataset,True,42835.0
AI00133,Canada,50,61893,"Statistics, Python, SQL",ai_job_dataset,True,61893.0
AI00134,France,0,141791,"Hadoop, Azure, Python, R",ai_job_dataset,True,141791.0
AI00135,United Kingdom,50,258637,"Computer Vision, GCP, Azure, SQL, Python",ai_job_dataset,True,258637.0
AI00136,Finland,0,49485,"Hadoop, Java, Data Visualization",ai_job_dataset,True,49485.0
AI00137,Norway,100,172916,"Computer Vision, SQL, PyTorch, Java",ai_job_dataset,True,172916.0
AI00138,Denmark,100,324557,"Hadoop, Python, Git, TensorFlow",ai_job_dataset,True,324557.0
AI00139,France,50,73894,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",ai_job_dataset,True,73894.0
AI00140,Sweden,50,122598,"Linux, AWS, Computer Vision, Deep Learning",ai_job_dataset,True,122598.0
AI00141,Denmark,100,94478,"PyTorch, TensorFlow, Hadoop, Python",ai_job_dataset,True,94478.0
AI00142,Austria,50,53088,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",ai_job_dataset,True,53088.0
AI00143,Denmark,0,116012,"SQL, MLOps, Python",ai_job_dataset,True,116012.0
AI00144,China,0,35593,"Python, Hadoop, Deep Learning",ai_job_dataset,True,35593.0
AI00145,Austria,0,149053,"GCP, Linux, R, Hadoop",ai_job_dataset,True,149053.0
AI00146,Austria,0,88230,"TensorFlow, Git, Azure, Python",ai_job_dataset,True,88230.0
AI00147,Australia,100,224919,"Kubernetes, Deep Learning, PyTorch",ai_job_dataset,True,224919.0
AI00148,Netherlands,100,220439,"SQL, Data Visualization, GCP, Deep Learning, MLOps",ai_job_dataset,True,220439.0
AI00149,Finland,100,48861,"GCP, Python, Computer Vision, Git",ai_job_dataset,True,48861.0
AI00150,United States,0,115841,"TensorFlow, Kubernetes, Deep Learning",ai_job_dataset,True,115841.0
AI00151,Ireland,0,57266,"Computer Vision, PyTorch, Linux, TensorFlow",ai_job_dataset,True,57266.0
AI00152,Australia,0,66384,"Git, Tableau, Hadoop, Computer Vision",ai_job_dataset,True,66384.0
AI00153,Sweden,100,184637,"R, SQL, Data Visualization",ai_job_dataset,True,184637.0
AI00154,Netherlands,50,92445,"Linux, Python, Scala, Docker",ai_job_dataset,True,92445.0
AI00155,Canada,0,57388,"Python, GCP, TensorFlow",ai_job_dataset,True,57388.0
AI00156,China,0,53374,"Docker, Deep Learning, R",ai_job_dataset,True,53374.0
AI00157,Finland,50,95716,"Git, Spark, Azure, Statistics",ai_job_dataset,True,95716.0
AI00158,Norway,0,157091,"Python, Java, Kubernetes, SQL, NLP",ai_job_dataset,True,157091.0
AI00159,Norway,100,204144,"Hadoop, Mathematics, Linux",ai_job_dataset,True,204144.0
AI00160,Netherlands,100,190314,"GCP, Computer Vision, Scala, AWS, Linux",ai_job_dataset,True,190314.0
AI00161,Denmark,50,198403,"Data Visualization, SQL, Scala",ai_job_dataset,True,198403.0
AI00162,Canada,50,153040,"SQL, Tableau, Statistics, GCP",ai_job_dataset,True,153040.0
AI00163,Israel,0,51898,"Deep Learning, Python, NLP",ai_job_dataset,True,51898.0
AI00164,Germany,0,115191,"R, AWS, Git, Tableau",ai_job_dataset,True,115191.0
AI00165,United States,50,170139,"Python, Spark, Hadoop",ai_job_dataset,True,170139.0
AI00166,Canada,100,63860,"Linux, TensorFlow, GCP, Docker, Azure",ai_job_dataset,True,63860.0
AI00167,Norway,100,125152,"TensorFlow, Docker, AWS, Spark",ai_job_dataset,True,125152.0
AI00168,South Korea,50,61572,"Linux, Azure, Kubernetes",ai_job_dataset,True,61572.0
AI00169,Germany,50,101054,"Statistics, Tableau, Java, Data Visualization, NLP",ai_job_dataset,True,101054.0
AI00170,Canada,100,145355,"Spark, Linux, AWS, Deep Learning",ai_job_dataset,True,145355.0
AI00171,Singapore,100,183484,"Scala, Data Visualization, TensorFlow, Mathematics, Java",ai_job_dataset,True,183484.0
AI00172,Singapore,100,111997,"PyTorch, Scala, Hadoop, Docker, Computer Vision",ai_job_dataset,True,111997.0
AI00173,United Kingdom,100,214195,"Tableau, GCP, Python",ai_job_dataset,True,214195.0
AI00174,India,50,93211,"Python, TensorFlow, GCP, Java",ai_job_dataset,True,93211.0
AI00175,Germany,100,82209,"Statistics, TensorFlow, Python",ai_job_dataset,True,82209.0
AI00176,Germany,50,149669,"Scala, Hadoop, Azure",ai_job_dataset,True,149669.0
AI00177,China,50,56825,"Linux, Azure, Git, Deep Learning, Spark",ai_job_dataset,True,56825.0
AI00178,Denmark,50,131635,"Kubernetes, Git, GCP, NLP",ai_job_dataset,True,131635.0
AI00179,Norway,50,163843,"Scala, Python, Data Visualization, Kubernetes, Statistics",ai_job_dataset,True,163843.0
AI00180,India,0,73281,"Deep Learning, Azure, Python",ai_job_dataset,True,73281.0
AI00181,South Korea,50,51907,"Statistics, AWS, Java, PyTorch",ai_job_dataset,True,51907.0
AI00182,Netherlands,50,178240,"Python, Spark, TensorFlow",ai_job_dataset,True,178240.0
AI00183,Ireland,0,83226,"SQL, Docker, Linux, GCP",ai_job_dataset,True,83226.0
AI00184,Austria,100,46995,"PyTorch, NLP, MLOps, Azure",ai_job_dataset,True,46995.0
AI00185,Switzerland,0,275296,"Docker, Azure, NLP",ai_job_dataset,True,275296.0
AI00186,Denmark,100,300422,"Python, TensorFlow, R",ai_job_dataset,True,300422.0
AI00187,Canada,100,116704,"SQL, PyTorch, NLP, Data Visualization",ai_job_dataset,True,116704.0
AI00188,United States,0,98422,"Java, Python, Mathematics",ai_job_dataset,True,98422.0
AI00189,Norway,100,210249,"Mathematics, Docker, Deep Learning",ai_job_dataset,True,210249.0
AI00190,South Korea,0,67708,"NLP, R, Scala, Computer Vision, Azure",ai_job_dataset,True,67708.0
AI00191,Austria,100,95796,"Python, TensorFlow, Scala, AWS",ai_job_dataset,True,95796.0
AI00192,Denmark,50,229098,"PyTorch, SQL, Kubernetes, Git, Java",ai_job_dataset,True,229098.0
AI00193,Ireland,50,134300,"Java, Python, Deep Learning, Statistics",ai_job_dataset,True,134300.0
AI00194,Australia,100,74408,"TensorFlow, Docker, R, NLP, Java",ai_job_dataset,True,74408.0
AI00195,Netherlands,0,201971,"Java, Scala, Tableau",ai_job_dataset,True,201971.0
AI00196,France,100,180764,"GCP, TensorFlow, Data Visualization",ai_job_dataset,True,180764.0
AI00197,China,100,49644,"Linux, PyTorch, TensorFlow, Azure, Python",ai_job_dataset,True,49644.0
AI00198,South Korea,50,89115,"MLOps, Python, Linux, NLP",ai_job_dataset,True,89115.0
AI00199,Austria,0,38540,"Linux, Kubernetes, Spark, Java",ai_job_dataset,True,38540.0
AI00200,United States,50,180252,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",ai_job_dataset,True,180252.0
AI00201,Netherlands,0,56585,"MLOps, Java, AWS, NLP, PyTorch",ai_job_dataset,True,56585.0
AI00202,Sweden,0,103942,"Statistics, Python, TensorFlow",ai_job_dataset,True,103942.0
AI00203,United Kingdom,50,176009,"PyTorch, SQL, TensorFlow, Git, Azure",ai_job_dataset,True,176009.0
AI00204,Ireland,50,59056,"Scala, SQL, Deep Learning, Statistics, GCP",ai_job_dataset,True,59056.0
AI00205,Austria,0,76940,"AWS, Scala, Docker",ai_job_dataset,True,76940.0
AI00206,United Kingdom,0,110341,"Spark, Kubernetes, Mathematics",ai_job_dataset,True,110341.0
AI00207,United Kingdom,0,102922,"Python, SQL, Git",ai_job_dataset,True,102922.0
AI00208,Japan,0,44130,"Python, GCP, Docker, Git, Java",ai_job_dataset,True,44130.0
AI00209,Singapore,100,128112,"Mathematics, Hadoop, Tableau",ai_job_dataset,True,128112.0
AI00210,France,100,48892,"Linux, Python, NLP",ai_job_dataset,True,48892.0
AI00211,United Kingdom,50,127478,"Java, Docker, Hadoop",ai_job_dataset,True,127478.0
AI00212,Finland,0,100524,"Python, Kubernetes, Statistics, TensorFlow",ai_job_dataset,True,100524.0
AI00213,Japan,0,45429,"GCP, Deep Learning, Python, MLOps",ai_job_dataset,True,45429.0
AI00214,Austria,100,62262,"R, SQL, AWS, MLOps, Data Visualization",ai_job_dataset,True,62262.0
AI00215,China,50,68595,"Azure, Python, TensorFlow, Data Visualization",ai_job_dataset,True,68595.0
AI00216,Norway,50,301038,"GCP, Azure, Deep Learning, Spark, SQL",ai_job_dataset,True,301038.0
AI00217,China,0,46253,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",ai_job_dataset,True,46253.0
AI00218,Australia,0,59644,"R, Docker, GCP, Java",ai_job_dataset,True,59644.0
AI00219,Finland,0,53960,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",ai_job_dataset,True,53960.0
AI00220,Netherlands,50,94894,"AWS, Hadoop, Python, Scala, Computer Vision",ai_job_dataset,True,94894.0
AI00221,Israel,0,91611,"PyTorch, SQL, Kubernetes",ai_job_dataset,True,91611.0
AI00222,Netherlands,50,285880,"SQL, Linux, Tableau, MLOps, Spark",ai_job_dataset,True,285880.0
AI00223,United Kingdom,50,115263,"Mathematics, Hadoop, Scala, NLP, Kubernetes",ai_job_dataset,True,115263.0
AI00224,China,50,51882,"Scala, R, SQL",ai_job_dataset,True,51882.0
AI00225,Germany,100,82051,"Java, Python, MLOps, Docker",ai_job_dataset,True,82051.0
AI00226,Canada,0,122331,"SQL, NLP, Python",ai_job_dataset,True,122331.0
AI00227,United States,100,159643,"Data Visualization, Linux, GCP, Hadoop",ai_job_dataset,True,159643.0
AI00228,United Kingdom,50,254305,"Hadoop, Python, Linux, Mathematics",ai_job_dataset,True,254305.0
AI00229,South Korea,100,52027,"Kubernetes, Linux, Tableau, MLOps, Statistics",ai_job_dataset,True,52027.0
AI00230,India,100,43072,"Docker, PyTorch, Spark, TensorFlow, NLP",ai_job_dataset,True,43072.0
AI00231,France,50,87011,"Tableau, Linux, PyTorch, Java, AWS",ai_job_dataset,True,87011.0
AI00232,China,100,36734,"Azure, Python, Mathematics",ai_job_dataset,True,36734.0
AI00233,Ireland,0,84897,"TensorFlow, Linux, Deep Learning, Hadoop",ai_job_dataset,True,84897.0
AI00234,United States,100,173839,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",ai_job_dataset,True,173839.0
AI00235,South Korea,0,59357,"NLP, Tableau, Kubernetes, SQL, GCP",ai_job_dataset,True,59357.0
AI00236,Austria,100,51431,"Scala, Python, Data Visualization",ai_job_dataset,True,51431.0
AI00237,Ireland,100,96506,"Hadoop, Spark, Kubernetes, Scala",ai_job_dataset,True,96506.0
AI00238,Canada,50,59198,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",ai_job_dataset,True,59198.0
AI00239,Germany,0,223757,"Git, Statistics, Data Visualization, Python, Scala",ai_job_dataset,True,223757.0
AI00240,France,0,74322,"Hadoop, Spark, Tableau, R, Python",ai_job_dataset,True,74322.0
AI00241,United States,50,120749,"TensorFlow, MLOps, Kubernetes, SQL, Java",ai_job_dataset,True,120749.0
AI00242,Finland,50,138212,"Hadoop, Azure, Java, MLOps",ai_job_dataset,True,138212.0
AI00243,Canada,0,199039,"Git, Docker, Statistics, Mathematics",ai_job_dataset,True,199039.0
AI00244,Singapore,0,105699,"Spark, Git, Hadoop",ai_job_dataset,True,105699.0
AI00245,Japan,100,38497,"Python, Mathematics, PyTorch, Spark",ai_job_dataset,True,38497.0
AI00246,Japan,100,63141,"R, Azure, MLOps",ai_job_dataset,True,63141.0
AI00247,Austria,100,87871,"Git, Statistics, Mathematics, Hadoop, Java",ai_job_dataset,True,87871.0
AI00248,United States,0,255678,"SQL, Statistics, Mathematics, TensorFlow, GCP",ai_job_dataset,True,255678.0
AI00249,Netherlands,0,132056,"Java, Azure, Tableau, Python",ai_job_dataset,True,132056.0
AI00250,United States,100,146085,"Git, Scala, NLP, Python",ai_job_dataset,True,146085.0
AI00251,Sweden,50,85037,"PyTorch, Python, Deep Learning, SQL, MLOps",ai_job_dataset,True,85037.0
AI00252,Ireland,0,42661,"Python, Linux, Tableau, SQL, MLOps",ai_job_dataset,True,42661.0
AI00253,Israel,50,119706,"TensorFlow, Hadoop, Python, Java, Docker",ai_job_dataset,True,119706.0
AI00254,Finland,100,110064,"PyTorch, Java, Kubernetes",ai_job_dataset,True,110064.0
AI00255,China,100,91090,"Azure, PyTorch, NLP, TensorFlow",ai_job_dataset,True,91090.0
AI00256,France,50,80307,"Spark, Java, GCP",ai_job_dataset,True,80307.0
AI00257,Germany,0,107321,"SQL, Python, GCP",ai_job_dataset,True,107321.0
AI00258,Austria,0,59373,"Python, GCP, Mathematics, Scala, Deep Learning",ai_job_dataset,True,59373.0
AI00259,France,0,65191,"GCP, Python, Azure, Scala",ai_job_dataset,True,65191.0
AI00260,Austria,0,152969,"TensorFlow, PyTorch, Spark",ai_job_dataset,True,152969.0
AI00261,Switzerland,50,147893,"R, Python, Data Visualization, TensorFlow",ai_job_dataset,True,147893.0
AI00262,United States,0,69807,"Data Visualization, Scala, Python, SQL, Linux",ai_job_dataset,True,69807.0
AI00263,United Kingdom,0,67824,"Java, AWS, GCP, Spark",ai_job_dataset,True,67824.0
AI00264,South Korea,0,141523,"AWS, Mathematics, Linux",ai_job_dataset,True,141523.0
AI00265,India,100,122796,"Scala, AWS, Spark, Deep Learning",ai_job_dataset,True,122796.0
AI00266,United States,0,81885,"Scala, GCP, MLOps, Python, Computer Vision",ai_job_dataset,True,81885.0
AI00267,United Kingdom,50,118505,"Scala, Mathematics, MLOps, Python",ai_job_dataset,True,118505.0
AI00268,United States,100,133565,"R, Git, Statistics, Spark, Python",ai_job_dataset,True,133565.0
AI00269,United Kingdom,100,60019,"Java, Kubernetes, Tableau",ai_job_dataset,True,60019.0
AI00270,United States,0,76875,"Docker, Hadoop, PyTorch, Python, Java",ai_job_dataset,True,76875.0
AI00271,Australia,0,64400,"AWS, R, Python",ai_job_dataset,True,64400.0
AI00272,Japan,0,68857,"MLOps, Data Visualization, Deep Learning, Python",ai_job_dataset,True,68857.0
AI00273,Ireland,100,97840,"R, Linux, AWS",ai_job_dataset,True,97840.0
AI00274,Sweden,100,168619,"Azure, Git, SQL, NLP, Docker",ai_job_dataset,True,168619.0
AI00275,United Kingdom,100,118132,"Git, NLP, MLOps",ai_job_dataset,True,118132.0
AI00276,India,100,81112,"Java, Git, Data Visualization, SQL, Kubernetes",ai_job_dataset,True,81112.0
AI00277,United Kingdom,0,111502,"Git, Java, MLOps",ai_job_dataset,True,111502.0
AI00278,United States,100,151610,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",ai_job_dataset,True,151610.0
AI00279,Austria,100,95128,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",ai_job_dataset,True,95128.0
